Age Bins,SN,Price
<10,Haellysu29,0.0
<10,Haerith37,0.0
<10,Haerithp41,0.0
<10,Haestyphos66,0.0
<10,Hailaphos89,0.0
<10,Haillyrgue51,9.5
<10,Haisrisuir60,0.0
<10,Haisurra41,0.0
<10,Hala31,0.0
<10,Halaecal66,0.0
<10,Hallysucal81,0.0
<10,Hari50,0.0
<10,Hariphos58,0.0
<10,Heollyra92,0.0
<10,Heollyriap59,0.0
<10,Heosurnuru52,0.0
<10,Heudai45,3.47
<10,Heuli25,0.0
<10,Heunadil74,0.0
<10,Hiaral50,0.0
<10,Hiarideu73,0.0
<10,Hiasri33,0.0
<10,Hiasurria41,0.0
<10,Hilaerin92,0.0
<10,Hiral75,0.0
<10,Hirirap39,0.0
<10,Hisridru55,0.0
<10,Hyaduesu61,0.0
<10,Iadueria43,0.0
<10,Ialallo29,0.0
<10,Ialidru40,0.0
<10,Iana95,3.1
<10,Iarallo65,0.0
<10,Iaralrgue74,0.0
<10,Iaralsuir44,0.0
<10,Iarilis73,5.49
<10,Iasrira89,0.0
<10,Iasur80,0.0
<10,Iasurriacal29,0.0
<10,Iasursti71,0.0
<10,Iathem87,0.0
<10,Iathenudil29,0.0
<10,Idacal95,0.0
<10,Idai61,0.0
<10,Idaidil28,0.0
<10,Idairin51,0.0
<10,Idaisuir85,0.0
<10,Idastidru52,0.0
<10,Iduelis31,0.0
<10,Iduenu77,0.0
<10,Ilaesudil92,0.0
<10,Ilarin91,0.0
<10,Ilassa51,0.0
<10,Ilassast39,0.0
<10,Ilast79,0.0
<10,Ilastilis78,0.0
<10,Ili43,0.0
<10,Ililsan66,2.85
<10,Ililsasya43,0.0
<10,Ilimya66,0.0
<10,Ilirrasda54,0.0
<10,Ilista82,0.0
<10,Iljask75,0.0
<10,Ilmol66,6.17
<10,Ilosia37,0.0
<10,Ilosian36,0.0
<10,Ilosianya35,0.0
<10,Ilunyon70,0.0
<10,Ina92,0.0
<10,Inasti31,0.0
<10,Inasuir29,0.0
<10,Indcil77,0.0
<10,Indirrian56,0.0
<10,Indonmol95,0.0
<10,Ingatcil75,0.0
<10,Inguron55,0.0
<10,Iral74,0.0
<10,Iri67,0.0
<10,Irilis75,0.0
<10,Irillo49,0.0
<10,Irith83,0.0
<10,Irithlis29,0.0
<10,Iskadarya95,0.0
<10,Iskichinya81,0.0
<10,Iskim66,0.0
<10,Iskim96,0.0
<10,Iskirra45,0.0
<10,Iskjaskst81,0.0
<10,Iskosia90,0.0
<10,Iskosian40,0.0
<10,Iskossasda43,0.0
<10,Isri34,0.0
<10,Isty55,0.0
<10,Isurria36,0.0
<10,Isursti83,0.0
<10,Isursuir31,0.0
<10,Ithergue48,0.0
<10,Itheria73,0.0
<10,Jeyciman68,0.0
<10,Jiskadarst60,0.0
<10,Jiskassa76,0.0
<10,Jiskimsda56,0.0
<10,Jiskimya77,0.0
<10,Jiskirran77,0.0
<10,Jiskjask60,0.0
<10,Jiskjask80,0.0
<10,Jiskjask85,0.0
<10,Jiskossa61,0.0
<10,Laedallo55,0.0
<10,Lalossa38,0.0
<10,Lamil79,0.0
<10,Lassadarsda57,0.0
<10,Lassassasda30,0.0
<10,Lassassast73,0.0
<10,Lassilsala30,0.0
<10,Lassimla92,0.0
<10,Lassirrasda85,0.0
<10,Lassjask63,0.0
<10,Lassjaskan73,0.0
<10,Layjask75,0.0
<10,Leetirraya83,0.0
<10,Leyirra83,0.0
<10,Liawista80,0.0
<10,Lirtassa52,0.0
<10,Lirtassan78,0.0
<10,Lirtastan49,0.0
<10,Lirtastsda29,0.0
<10,Lirtastsya71,0.0
<10,Lirtilsa71,0.0
<10,Lirtilsa72,0.0
<10,Lirtim36,0.0
<10,Lirtimst73,0.0
<10,Lirtirra37,0.0
<10,Lirtirra81,0.0
<10,Lirtistanya48,0.0
<10,Lirtosia63,0.0
<10,Lirtossa60,0.0
<10,Lirtossa84,0.0
<10,Lisadar44,0.0
<10,Lisasi93,0.0
<10,Lisassa64,0.0
<10,Lisassala98,0.0
<10,Lisassasda39,0.0
<10,Lisassasta50,0.0
<10,Lisast87,0.0
<10,Lisast98,0.0
<10,Lisico81,4.19
<10,Lisilsa62,0.0
<10,Lisim51,0.0
<10,Lisim78,0.0
<10,Lisiriya82,0.0
<10,Lisirra25,0.0
<10,Lisirra58,0.0
<10,Lisirra87,0.0
<10,Lisista27,0.0
<10,Lisista54,0.0
<10,Lisista63,0.0
<10,Lisjaskan36,0.0
<10,Lisjaskya84,0.0
<10,Lisopela58,0.0
<10,Lisosia66,0.0
<10,Lisosia93,0.0
<10,Lisossa25,0.0
<10,Lisossa46,0.0
<10,Lisossala30,0.0
<10,Lisossanya98,0.0
<10,Lisotesta51,0.0
<10,Lisovynya38,0.0
<10,Malarrian73,0.0
<10,Malil90,0.0
<10,Malon70,0.0
<10,Maluncil97,0.0
<10,Malunil62,0.0
<10,Maradaran90,0.0
<10,Maradarnya40,0.0
<10,Marassa62,0.0
<10,Marast30,0.0
<10,Maridisya31,0.0
<10,Marilsa69,0.0
<10,Marilsanya48,0.0
<10,Marilsasya33,0.0
<10,Marim28,0.0
<10,Marirrasta50,0.0
<10,Marjask87,0.0
<10,Marokian45,0.0
<10,Maropast28,0.0
<10,Marughi89,0.0
<10,Marundi65,0.0
<10,Marynde90,0.0
<10,Meosridil82,0.0
<10,Mindadaran26,0.0
<10,Mindesi74,0.0
<10,Mindetosya30,0.0
<10,Mindilsa34,0.0
<10,Mindilsa60,0.0
<10,Mindimnya67,0.0
<10,Mindirranya33,0.0
<10,Mindista32,0.0
<10,Mindjasksya61,0.0
<10,Mindossa76,0.0
<10,Minduli80,0.0
<10,Minduri31,0.0
<10,Nitherian58,0.0
<10,Palatyon26,0.0
<10,Palyon91,0.0
<10,Peorith44,0.0
<10,Phaedasurap84,0.0
<10,Phaedue89,0.0
<10,Phaelap26,0.0
<10,Phaena87,0.0
<10,Phaestycal84,0.0
<10,Pheodai94,0.0
<10,Pheodaisun84,0.0
<10,Pheosrinudeu70,0.0
<10,Pheosurllorin41,0.0
<10,Pheulidil31,0.0
<10,Pheusrical25,0.0
<10,Pheutherin27,0.0
<10,Phiallylis33,0.0
<10,Phiarithdeu40,0.0
<10,Philodil43,0.0
<10,Phiristi62,0.0
<10,Phistym51,0.0
<10,Phistyn52,0.0
<10,Phyali88,0.0
<10,Poshilsa82,0.0
<10,Qarirwen82,0.0
<10,Qilalista41,0.0
<10,Qilanrion65,0.0
<10,Qilatista90,0.0
<10,Qilunan34,0.0
<10,Quaecjask96,4.4
<10,Quanenrian83,0.0
<10,Quanrion96,0.0
<10,Quanunwen42,0.0
<10,Quaranmol58,0.0
<10,Quarrion42,0.0
<10,Quilassa66,4.23
<10,Quinarap53,0.0
<10,Raesty92,0.0
<10,Raillydeu47,0.0
<10,Rairin89,0.0
<10,Rairith81,0.0
<10,Raisty38,0.0
<10,Rarallo90,0.0
<10,Rastynusuir31,0.0
<10,Raysistast71,0.0
<10,Reulae52,4.18
<10,Reunasu60,0.0
<10,Rianistast50,0.0
<10,Rilaera56,0.0
<10,Ririp86,0.0
<10,Risty84,0.0
<10,Ristydru66,0.0
<10,Rithe53,0.0
<10,Ryanara76,0.0
<10,Saedaiphos46,0.0
<10,Saelaephos52,0.0
<10,Saena74,0.0
<10,Saena89,0.0
<10,Saerallora71,0.0
<10,Saesrideu94,0.0
<10,Saida58,0.0
<10,Saisrilis27,0.0
<10,Saistyphos30,0.0
<10,Salilis27,0.0
<10,Sally64,0.0
<10,Sastydeu50,0.0
<10,Sausosia74,0.0
<10,Seolollo93,0.0
<10,Seosrim97,0.0
<10,Seudaillorap38,0.0
<10,Seuthep89,2.05
<10,Shaidanu32,0.0
<10,Shidai42,0.0
<10,Siala43,0.0
<10,Siallylis44,0.0
<10,Siana77,0.0
<10,Siarithria38,0.0
<10,Sida61,0.0
<10,Sidap51,0.0
<10,Silaera56,0.0
<10,Siralsudeu54,0.0
<10,Sisur91,4.19
<10,Smaistysu35,0.0
<10,Sondadar26,6.470000000000001
<10,Sondadarya58,0.0
<10,Sondassan80,0.0
<10,Sondassasya91,0.0
<10,Sondastsda82,0.0
<10,Sondilsaya62,0.0
<10,Sondim68,0.0
<10,Sondim73,0.0
<10,Sondimla25,0.0
<10,Sondistanya61,0.0
<10,Sondossa69,4.48
<10,Strithenu87,0.0
<10,Styaduen40,0.0
<10,Sundadar27,0.0
<10,Sundadarla27,0.0
<10,Sundassa93,0.0
<10,Sundim98,0.0
<10,Sundirrala66,0.0
<10,Sundista37,0.0
<10,Sundjask71,0.0
<10,Syally44,0.0
<10,Syalollorap93,0.0
<10,Syathe73,0.0
<10,Syathecal44,0.0
<10,Taeduenu92,0.0
<10,Thourdirra92,0.0
<10,Thrientossa55,0.0
<10,Thryallym62,0.0
<10,Tyaedainu44,0.0
<10,Tyaelaelis94,0.0
<10,Tyaelistidru84,0.0
<10,Tyaelly53,0.0
<10,Tyaelo67,0.0
<10,Tyaelorap29,0.0
<10,Tyaenasti87,0.0
<10,Tyaerith73,0.0
<10,Tyalaesu89,0.0
<10,Tyananurgue44,0.0
<10,Tyarithn67,0.0
<10,Tyeoralru41,0.0
<10,Tyeosri53,0.0
<10,Tyeudariasuir90,0.0
<10,Tyeuduen32,0.0
<10,Tyeurith29,3.65
<10,Tyialisti80,0.0
<10,Tyialisudeu65,0.0
<10,Tyida79,0.0
<10,Tyidaim51,0.0
<10,Tyidainu31,0.0
<10,Tyirinu79,0.0
<10,Tyisur83,0.0
<10,Umolrian85,0.0
<10,Undare39,0.0
<10,Undassa89,0.0
<10,Undilsan50,0.0
<10,Undimsya85,0.0
<10,Undirra73,0.0
<10,Undirrala66,0.0
<10,Undirrasta89,0.0
<10,Undista85,0.0
<10,Undjask33,0.0
<10,Undjaskla97,0.0
<10,Undosia27,0.0
<10,Undosian34,0.0
<10,Undotesta33,0.0
<10,Wailin72,0.0
<10,Yadacal26,0.0
<10,Yadaisuir65,0.0
<10,Yadam35,0.0
<10,Yadanu52,0.0
<10,Yadaphos40,0.0
<10,Yalae81,0.0
<10,Yalaeria91,0.0
<10,Yaliru88,0.0
<10,Yalo85,0.0
<10,Yalostiphos68,0.0
<10,Yana46,0.0
<10,Yarithllodeu72,0.0
<10,Yarithrgue83,0.0
<10,Yarithrin84,0.0
<10,Yarithsurgue62,0.0
<10,Yarolwen77,0.0
<10,Yasrisu92,0.0
<10,Yastyriaphos75,0.0
<10,Yasur35,0.0
<10,Yasur85,0.0
<10,Yathecal72,0.0
<10,Yathecal82,0.0
<10,Yathedeu43,0.0
<10,Yoishirrala98,0.0
<10,Zhisrisu83,7.89
<10,Zontibe81,0.0
10-14,Adairialis76,0.0
10-14,Adastirin33,0.0
10-14,Aeda94,0.0
10-14,Aela59,0.0
10-14,Aelaria33,0.0
10-14,Aelastirin39,0.0
10-14,Aelidru27,0.0
10-14,Aelin32,0.0
10-14,Aelly27,0.0
10-14,Aellynun67,0.0
10-14,Aellyria80,0.0
10-14,Aelollo59,0.0
10-14,Aenarap34,0.0
10-14,Aeral43,0.0
10-14,Aeral68,0.0
10-14,Aeral97,0.0
10-14,Aeralria27,0.0
10-14,Aeralstical35,0.0
10-14,Aeri84,0.0
10-14,Aerillorin70,0.0
10-14,Aerithllora36,0.0
10-14,Aerithnucal56,0.0
10-14,Aerithnuphos61,0.0
10-14,Aerithriaphos45,0.0
10-14,Aerithriaphos46,0.0
10-14,Aesri53,0.0
10-14,Aesty53,0.0
10-14,Aestysu37,0.0
10-14,Aesur96,0.0
10-14,Aesurstilis64,0.0
10-14,Aethedru70,0.0
10-14,Aidai53,0.0
10-14,Aidai61,0.0
10-14,Aidai73,0.0
10-14,Aidaillodeu39,0.0
10-14,Aidain51,0.0
10-14,Aidaira26,0.0
10-14,Aiduecal76,0.0
10-14,Aiduesu86,0.0
10-14,Aillyriadru65,0.0
10-14,Aillyrin83,0.0
10-14,Aina42,0.0
10-14,Aina43,0.0
10-14,Airi27,0.0
10-14,Aisur51,0.0
10-14,Aisurdru79,0.0
10-14,Aisurria69,0.0
10-14,Aithelis62,0.0
10-14,Alaephos75,0.0
10-14,Alaesu77,0.0
10-14,Alaesu91,0.0
10-14,Alarap40,0.0
10-14,Ali84,0.0
10-14,Alim85,0.0
10-14,Alo38,0.0
10-14,Anallorgue57,0.0
10-14,Ardcil81,0.0
10-14,Ardonmol96,0.0
10-14,Arin32,0.0
10-14,Arirgue63,0.0
10-14,Assassa81,0.0
10-14,Assassasta79,0.0
10-14,Assastnya25,0.0
10-14,Assehoan67,0.0
10-14,Assesi91,0.0
10-14,Assilsan72,0.0
10-14,Assim27,0.0
10-14,Assirra56,0.0
10-14,Assistasda42,0.0
10-14,Assistasda90,0.0
10-14,Assjaskan56,0.0
10-14,Assjaskan73,0.0
10-14,Assosia88,0.0
10-14,Assylla81,0.0
10-14,Asty82,0.0
10-14,Asur53,0.0
10-14,Asur96,0.0
10-14,Baelollodeu94,0.0
10-14,Bartassaya73,0.0
10-14,Caesrinusuir82,0.0
10-14,Ceoral34,0.0
10-14,Chadadarla74,0.0
10-14,Chadilsasta32,0.0
10-14,Chadirra90,0.0
10-14,Chadista79,0.0
10-14,Chadistaya75,0.0
10-14,Chadjask77,0.0
10-14,Chadjask85,0.0
10-14,Chadolyla44,0.0
10-14,Chadossa56,0.0
10-14,Chadossa89,0.0
10-14,Chamadar79,0.0
10-14,Chamadarnya73,0.0
10-14,Chamadarsda63,0.0
10-14,Chamalo71,0.0
10-14,Chamassasya86,0.0
10-14,Chamast86,0.0
10-14,Chamastya76,0.0
10-14,Chamilsala65,0.0
10-14,Chamiman85,0.0
10-14,Chamimla73,0.0
10-14,Chamimla85,0.0
10-14,Chamirra53,0.0
10-14,Chamirrasya33,0.0
10-14,Chamirraya83,0.0
10-14,Chamistast30,0.0
10-14,Chamjask73,0.0
10-14,Chamjaskya75,0.0
10-14,Chamossa77,0.0
10-14,Chanadar44,0.0
10-14,Chanastnya43,0.0
10-14,Chanastsda67,0.0
10-14,Chanastst38,0.0
10-14,Chanastya70,0.0
10-14,Chanilsasda38,0.0
10-14,Chanilsast61,0.0
10-14,Chanirra64,0.0
10-14,Chanirra79,0.0
10-14,Chanirrala39,0.0
10-14,Chanirrasta87,4.94
10-14,Chanista95,0.0
10-14,Chanjask65,0.0
10-14,Chanjaskan89,0.0
10-14,Chanosia34,0.0
10-14,Chanosia60,0.0
10-14,Chanosian48,0.0
10-14,Chanosiaya39,0.0
10-14,Chanossanya44,0.0
10-14,Chanossast57,0.0
10-14,Chanuchi25,0.0
10-14,Cosadar58,0.0
10-14,Dyally87,0.0
10-14,Ealiril69,0.0
10-14,Ealrion88,0.0
10-14,Ennalmol65,0.0
10-14,Ennoncil86,0.0
10-14,Ennrian78,0.0
10-14,Eodailis27,0.0
10-14,Eodairu79,0.0
10-14,Eodaisu60,0.0
10-14,Eolan54,0.0
10-14,Eoral49,0.0
10-14,Eoralrap26,0.0
10-14,Eosrirgue62,0.0
10-14,Eosurdru76,1.79
10-14,Eratiel90,0.0
10-14,Ermol76,0.0
10-14,Errian63,0.0
10-14,Eryon48,0.0
10-14,Ethralista69,2.22
10-14,Ethrasyon38,0.0
10-14,Ethriel85,0.0
10-14,Ethron58,0.0
10-14,Eudanu32,0.0
10-14,Eudanu84,0.0
10-14,Eulae84,0.0
10-14,Eulaestira36,0.0
10-14,Eulanurin88,0.0
10-14,Eulasuir89,0.0
10-14,Eulolis41,0.0
10-14,Eurisuru25,0.0
10-14,Eurithphos97,0.0
10-14,Eusri26,0.0
10-14,Eusri44,0.0
10-14,Eusri70,0.0
10-14,Eustyria89,0.0
10-14,Eusur90,0.0
10-14,Eusurdeu49,0.0
10-14,Euthe35,0.0
10-14,Eyircil84,0.0
10-14,Eyista89,0.0
10-14,Eyrian71,0.0
10-14,Farrian71,0.0
10-14,Farusrian86,0.0
10-14,Filrion59,0.0
10-14,Filrion83,0.0
10-14,Filurarn35,0.0
10-14,Firan91,0.0
10-14,Firatan58,0.0
10-14,Firon67,0.0
10-14,Fironon91,0.0
10-14,Frichadar89,0.0
10-14,Frichadaran88,0.0
10-14,Frichast28,0.0
10-14,Frichaststa61,0.0
10-14,Frichaya88,0.0
10-14,Frichilsa31,0.0
10-14,Frichim77,0.0
10-14,Frichirranya75,0.0
10-14,Frichjask31,0.0
10-14,Frichjaskan98,0.0
10-14,Frichocesta66,0.0
10-14,Frichosia58,0.0
10-14,Frichosiala98,0.0
10-14,Frichossala54,0.0
10-14,Frichynde86,0.0
10-14,Hada39,0.0
10-14,Haedairiadru51,0.0
10-14,Haeladil46,0.0
10-14,Haellysu29,0.0
10-14,Haerith37,0.0
10-14,Haerithp41,0.0
10-14,Haestyphos66,0.0
10-14,Hailaphos89,0.0
10-14,Haillyrgue51,0.0
10-14,Haisrisuir60,0.0
10-14,Haisurra41,0.0
10-14,Hala31,0.0
10-14,Halaecal66,0.0
10-14,Hallysucal81,0.0
10-14,Hari50,0.0
10-14,Hariphos58,0.0
10-14,Heollyra92,0.0
10-14,Heollyriap59,0.0
10-14,Heosurnuru52,0.0
10-14,Heudai45,0.0
10-14,Heuli25,0.0
10-14,Heunadil74,0.0
10-14,Hiaral50,0.0
10-14,Hiarideu73,0.0
10-14,Hiasri33,0.0
10-14,Hiasurria41,0.0
10-14,Hilaerin92,0.0
10-14,Hiral75,0.0
10-14,Hirirap39,0.0
10-14,Hisridru55,0.0
10-14,Hyaduesu61,0.0
10-14,Iadueria43,0.0
10-14,Ialallo29,0.0
10-14,Ialidru40,0.0
10-14,Iana95,0.0
10-14,Iarallo65,0.0
10-14,Iaralrgue74,0.0
10-14,Iaralsuir44,0.0
10-14,Iarilis73,0.0
10-14,Iasrira89,0.0
10-14,Iasur80,0.0
10-14,Iasurriacal29,0.0
10-14,Iasursti71,0.0
10-14,Iathem87,0.0
10-14,Iathenudil29,0.0
10-14,Idacal95,0.0
10-14,Idai61,0.0
10-14,Idaidil28,0.0
10-14,Idairin51,0.0
10-14,Idaisuir85,0.0
10-14,Idastidru52,0.0
10-14,Iduelis31,0.0
10-14,Iduenu77,0.0
10-14,Ilaesudil92,0.0
10-14,Ilarin91,0.0
10-14,Ilassa51,0.0
10-14,Ilassast39,0.0
10-14,Ilast79,0.0
10-14,Ilastilis78,1.97
10-14,Ili43,0.0
10-14,Ililsan66,0.0
10-14,Ililsasya43,0.0
10-14,Ilimya66,0.0
10-14,Ilirrasda54,0.0
10-14,Ilista82,0.0
10-14,Iljask75,0.0
10-14,Ilmol66,0.0
10-14,Ilosia37,0.0
10-14,Ilosian36,0.0
10-14,Ilosianya35,0.0
10-14,Ilunyon70,0.0
10-14,Ina92,0.0
10-14,Inasti31,0.0
10-14,Inasuir29,0.0
10-14,Indcil77,0.0
10-14,Indirrian56,0.0
10-14,Indonmol95,0.0
10-14,Ingatcil75,0.0
10-14,Inguron55,0.0
10-14,Iral74,0.0
10-14,Iri67,0.0
10-14,Irilis75,0.0
10-14,Irillo49,0.0
10-14,Irith83,0.0
10-14,Irithlis29,0.0
10-14,Iskadarya95,0.0
10-14,Iskichinya81,0.0
10-14,Iskim66,0.0
10-14,Iskim96,0.0
10-14,Iskirra45,0.0
10-14,Iskjaskst81,0.0
10-14,Iskosia90,0.0
10-14,Iskosian40,0.0
10-14,Iskossasda43,0.0
10-14,Isri34,0.0
10-14,Isty55,0.0
10-14,Isurria36,0.0
10-14,Isursti83,0.0
10-14,Isursuir31,0.0
10-14,Ithergue48,0.0
10-14,Itheria73,0.0
10-14,Jeyciman68,0.0
10-14,Jiskadarst60,0.0
10-14,Jiskassa76,0.0
10-14,Jiskimsda56,0.0
10-14,Jiskimya77,0.0
10-14,Jiskirran77,0.0
10-14,Jiskjask60,0.0
10-14,Jiskjask80,4.19
10-14,Jiskjask85,0.0
10-14,Jiskossa61,0.0
10-14,Laedallo55,0.0
10-14,Lalossa38,0.0
10-14,Lamil79,0.0
10-14,Lassadarsda57,0.0
10-14,Lassassasda30,3.54
10-14,Lassassast73,0.0
10-14,Lassilsala30,0.0
10-14,Lassimla92,0.0
10-14,Lassirrasda85,0.0
10-14,Lassjask63,0.0
10-14,Lassjaskan73,0.0
10-14,Layjask75,0.0
10-14,Leetirraya83,0.0
10-14,Leyirra83,0.0
10-14,Liawista80,0.0
10-14,Lirtassa52,0.0
10-14,Lirtassan78,0.0
10-14,Lirtastan49,0.0
10-14,Lirtastsda29,0.0
10-14,Lirtastsya71,0.0
10-14,Lirtilsa71,0.0
10-14,Lirtilsa72,0.0
10-14,Lirtim36,0.0
10-14,Lirtimst73,0.0
10-14,Lirtirra37,0.0
10-14,Lirtirra81,1.56
10-14,Lirtistanya48,0.0
10-14,Lirtosia63,0.0
10-14,Lirtossa60,0.0
10-14,Lirtossa84,3.24
10-14,Lisadar44,0.0
10-14,Lisasi93,3.4800000000000004
10-14,Lisassa64,0.0
10-14,Lisassala98,0.0
10-14,Lisassasda39,0.0
10-14,Lisassasta50,0.0
10-14,Lisast87,0.0
10-14,Lisast98,0.0
10-14,Lisico81,0.0
10-14,Lisilsa62,0.0
10-14,Lisim51,0.0
10-14,Lisim78,0.0
10-14,Lisiriya82,0.0
10-14,Lisirra25,0.0
10-14,Lisirra58,0.0
10-14,Lisirra87,0.0
10-14,Lisista27,0.0
10-14,Lisista54,0.0
10-14,Lisista63,0.0
10-14,Lisjaskan36,3.36
10-14,Lisjaskya84,0.0
10-14,Lisopela58,0.0
10-14,Lisosia66,0.0
10-14,Lisosia93,0.0
10-14,Lisossa25,0.0
10-14,Lisossa46,0.0
10-14,Lisossala30,0.0
10-14,Lisossanya98,0.0
10-14,Lisotesta51,0.0
10-14,Lisovynya38,0.0
10-14,Malarrian73,0.0
10-14,Malil90,0.0
10-14,Malon70,0.0
10-14,Maluncil97,0.0
10-14,Malunil62,0.0
10-14,Maradaran90,0.0
10-14,Maradarnya40,0.0
10-14,Marassa62,0.0
10-14,Marast30,0.0
10-14,Maridisya31,0.0
10-14,Marilsa69,0.0
10-14,Marilsanya48,0.0
10-14,Marilsasya33,0.0
10-14,Marim28,0.0
10-14,Marirrasta50,0.0
10-14,Marjask87,0.0
